,Name,ID,Age,Nationality,primary_pos,Value
540,L. Dendoncker,212501,22,Belgium,CB,15000000
541,M. Meyer,212150,21,Germany,LW,18000000
542,Gayà,211688,22,Spain,LM,14000000
543,S. Boufal,211381,23,Morocco,CAM,17000000
544,M. Benassi,211354,22,Italy,CM,17500000
545,N. Tagliafico,211256,24,Argentina,CB,14000000
546,E. Hysaj,210864,23,Albania,RB,13500000
547,João Cancelo,210514,23,Portugal,RM,15000000
548,A. Romagnoli,210413,22,Italy,CB,16000000
549,Óliver Torres,208777,22,Spain,CM,17000000
550,H. Çalhanoğlu,208128,23,Turkey,CAM,16500000
551,Gerard Moreno,208093,25,Spain,CAM,16500000
552,B. Traoré,207948,21,Burkina Faso,ST,17500000
553,L. Vietto,207441,23,Argentina,ST,18000000
554,L. Paredes,207439,23,Argentina,CDM,16500000
555,M. Arnold,206511,23,Germany,CDM,16500000
556,S. Gnabry,206113,21,Germany,RM,18500000
557,L. Shaw,205988,21,England,LB,14000000
558,E. Višća,205678,27,Bosnia Herzegovina,RM,13000000
559,Bernard,205525,24,Brazil,LW,17000000
560,D. Baselli,205407,25,Italy,CM,16500000
561,A. Milik,205175,23,Poland,ST,18000000
562,Bernat,205069,24,Spain,LM,13500000
563,W. Orban,204638,24,Germany,CB,13500000
564,Rubén Pardo,204523,24,Spain,CM,16000000
565,K. Zouma,204311,22,France,RB,15000000
566,C. Kramer,204024,26,Germany,CM,13000000
567,S. Vrsaljko,203890,25,Croatia,RB,13500000
568,Zé Luís,203757,26,Cape Verde,ST,15500000
569,J. Stones,203574,23,England,CB,14500000
570,J. Vestergaard,202849,24,Denmark,CB,14500000
571,Fernando,202642,25,Brazil,CM,14000000
572,M. Depay,202556,23,Netherlands,LM,17000000
573,F. Fernández,201988,28,Argentina,CB,10000000
574,S. Sané,201956,26,Senegal,CDM,12500000
575,N. Sansone,201858,25,Italy,RM,16000000
576,P. Ntep,201533,24,France,LW,16000000
577,F. Ghoulam,201454,26,Algeria,LB,13000000
578,J. Murillo,201377,25,Colombia,CB,13500000
579,Gabriel Paulista,201305,26,Brazil,CB,12500000
580,V. Darida,201262,26,Czech Republic,CDM,14500000
581,Cédric,201118,25,Portugal,RB,13000000
582,L. Tonelli,201049,27,Italy,CB,12500000
583,R. Saponara,201046,25,Italy,CAM,16000000
584,D. Sidibé,201042,24,France,LB,13000000
585,Y. Konoplyanka,200641,27,Ukraine,LM,13000000
586,L. Digne,200458,23,France,LB,14000000
587,Paco Alcácer,200454,23,Spain,ST,17500000
588,Vicente Gómez,199977,28,Spain,CDM,12500000
589,E. Çolak,199952,26,Turkey,CM,15500000
590,N. Jørgensen,199852,26,Denmark,ST,15500000
591,Oriol Romeu,199576,25,Spain,CM,13000000
592,Nolito,199561,30,Spain,LM,12000000
593,B. Martins Indi,199550,25,Netherlands,CB,13500000
594,M. Gabbiadini,198683,25,Italy,ST,16500000
595,P. Herrmann,198077,26,Germany,LM,15000000
596,F. Lejeune,197948,26,France,CB,13500000
597,J. Bruma,195363,25,Netherlands,CB,13500000
598,P. Jones,194957,25,England,CB,12500000
599,Adrián,194911,30,Spain,GK,8000000
600,Keko,194174,25,Spain,RM,16000000
601,H. Pérez,193887,28,Paraguay,LM,12500000
602,Jaume Costa,193171,29,Spain,LM,9500000
603,A. Areola,193105,24,France,GK,13000000
604,Escudero,192679,27,Spain,LM,10500000
605,Y. Mallı,192565,25,Turkey,ST,15500000
606,A. Kokorin,192086,26,Russia,RW,15500000
607,S. Corchia,191210,26,France,RB,12000000
608,J. Kucka,190875,30,Slovakia,CDM,11500000
609,J. Zoet,190778,26,Netherlands,GK,11000000
610,A. Ljajić,190544,25,Serbia,CAM,16000000
611,Canales,190286,26,Spain,RW,15500000
612,M. Hitz,190243,29,Switzerland,GK,8500000
613,Balenziaga,190223,29,Spain,LB,9500000
614,W. Bony,189963,28,Ivory Coast,ST,13000000
615,B. Hübner,189433,27,Germany,CB,10500000
616,F. Coquelin,189271,26,France,CM,12000000
617,Jonathas,189169,28,Brazil,ST,13000000
618,G. Bou,188955,27,Argentina,ST,14500000
619,V. Babacan,188524,28,Turkey,GK,10000000
620,S. Doumbia,188428,29,Ivory Coast,ST,12500000
621,C. Noboa,187457,32,Ecuador,CDM,9500000
622,I. Smolnikov,187347,28,Russia,RB,10000000
623,Maurício,187324,28,Brazil,RB,10000000
624,M. Fabián,186307,27,Mexico,LM,13000000
625,R. Zieler,186148,28,Germany,GK,10000000
626,D. Drinkwater,186132,27,England,CM,14000000
627,A. Kolarov,185103,31,Serbia,CB,8000000
628,Mariano,184949,31,Brazil,RM,8000000
629,S. Feghouli,184881,27,Algeria,RM,13000000
630,K. Papadopoulos,184477,25,Greece,CB,13500000
631,S. Wagner,184069,29,Germany,ST,12500000
632,P. Piatti,183899,28,Argentina,LW,12500000
633,C. Yacob,183893,29,Argentina,CM,10000000
634,A. Ogbonna,183855,29,Italy,CB,10000000
635,Roberto,183666,31,Spain,GK,7500000
636,N. Amrabat,183108,30,Morocco,CAM,12000000
637,W. Vainqueur,181402,28,France,CDM,10000000
638,Marcelo,180334,30,Brazil,CB,9500000
639,Antunes,178424,30,Portugal,LB,9000000
640,Fabricio,177723,29,Spain,GK,10000000
641,S. Prödl,177578,30,Austria,CB,9500000
642,S. Tasci,177519,30,Germany,CB,9500000
643,F. Johnson,177159,29,United States,RB,12500000
644,Bojan,176993,26,Spain,ST,15000000
645,M. Fellaini,176944,29,Belgium,CDM,12000000
646,P. Wernbloom,176731,31,Sweden,CDM,8500000
647,A. Ayew,176571,27,Ghana,CAM,13000000
648,D. Ospina,176550,28,Colombia,GK,9000000
649,W. Reid,176285,28,New Zealand,CB,11500000
650,Lucas Leiva,176266,30,Brazil,CB,9500000
651,Z. Junuzović,173474,29,Austria,LM,12000000
652,C. Ansaldi,173306,30,Argentina,LB,9000000
653,V. Moses,172962,26,Nigeria,LM,12500000
654,D. Zurutuza,172290,30,France,CM,11500000
655,D. Valeri,172114,31,Argentina,CAM,11000000
656,José Fonte,171791,33,Portugal,CB,5000000
657,N. Şahin,170797,28,Turkey,CM,10000000
658,Gervinho,170733,30,Ivory Coast,RW,0
659,G. dos Santos,170369,28,Mexico,ST,13000000
660,R. Shawcross,169596,29,England,CB,10000000
661,J. Evans,169588,29,Northern Ireland,LB,10000000
662,S. Sirigu,168435,30,Italy,GK,8000000
663,A. Gyan,168320,31,Ghana,ST,11500000
664,Y. Cabaye,167943,31,France,CDM,11000000
665,Danilo,166072,33,Brazil,CB,5000000
666,N. Pareja,165501,33,Argentina,CB,5000000
667,S. Radu,165109,30,Romania,CB,9000000
668,D. Abraham,160741,30,Argentina,CB,9500000
669,M. Krohn-Dehli,159240,34,Denmark,CM,6500000
670,Jurado,159171,31,Spain,CM,11000000
671,B. Gomis,159145,31,France,ST,11500000
672,H. Herrera,156519,27,Mexico,CDM,14000000
673,Luisão,148711,36,Brazil,CB,1700000
674,V. Berezutskiy,148122,35,Russia,CB,3000000
675,I. Akinfeev,148119,31,Russia,GK,7500000
676,I. Denisov,147782,33,Russia,CDM,5000000
677,A. Samedov,147621,32,Russia,RM,10000000
678,Xabi Prieto,146482,33,Spain,RW,7500000
679,Negredo,146439,31,Spain,ST,11500000
680,A. Pyatov,142902,33,Ukraine,GK,6500000
681,P. Zabaleta,142784,32,Argentina,RB,7000000
682,G. Ochoa,140233,31,Mexico,GK,7500000
683,W. Caballero,139062,35,Argentina,GK,3000000
684,Vágner Love,137809,33,Brazil,CAM,8000000
685,M. Vorm,137677,33,Netherlands,GK,6500000
686,D. Baier,137351,33,Germany,CDM,5000000
687,Gomes,135451,36,Brazil,GK,1700000
688,R. Adler,121933,32,Germany,GK,7000000
689,S. Sorrentino,49031,38,Italy,GK,850000
690,T. Rosický,8473,36,Czech Republic,RM,4200000
691,A. Pirlo,7763,38,Italy,CDM,4000000
692,G. Barry,6826,36,England,CDM,1700000
693,E. Belözoğlu,80,36,Turkey,CDM,4000000
694,A. Lunev,229909,25,Russia,GK,9000000
695,André Silva,228941,21,Portugal,ST,15500000
696,K. Dolberg,228687,19,Denmark,CAM,16500000
697,Yeray,227950,22,Spain,CB,12000000
698,C. Pulisic,227796,18,United States,LM,16500000
699,L. Tousart,227234,20,France,CM,14000000
700,A. Onana,226753,21,Cameroon,GK,11000000
701,V. Koziello,225199,21,France,CDM,14500000
702,N. Radoja,225028,24,Serbia,CDM,13500000
703,V. Rongier,223874,22,France,CDM,14000000
704,O. Al Soma,223627,28,Syria,ST,10500000
705,F. Cervi,223061,23,Argentina,LM,14500000
706,Jorge Meré,223033,20,Spain,CB,12000000
707,Jony,222943,25,Spain,RM,12500000
708,R. Karsdorp,222558,22,Netherlands,RB,12000000
709,Dani Ceballos,222509,20,Spain,CAM,16500000
710,H. Lozano,221992,21,Mexico,RW,14500000
711,Raúl,221540,27,Brazil,CB,10000000
712,Pau López,221087,22,Spain,GK,10000000
713,M. Vecino,219985,25,Uruguay,CDM,13000000
714,A. Sanabria,219932,21,Paraguay,ST,15500000
715,R. Battaglia,219576,25,Argentina,CDM,12500000
716,J. Izquierdo,219411,24,Colombia,LW,13000000
717,T. Bongonda,217877,21,Belgium,RW,14500000
718,Rúben Semedo,216778,23,Portugal,CB,12500000
719,Rafa,216547,24,Portugal,ST,14000000
720,Morales,216475,29,Spain,RM,10000000
721,Capa,216189,25,Spain,RB,11500000
722,M. Sportiello,216065,25,Italy,GK,9500000
723,D. Zapata,215333,26,Colombia,ST,13000000
724,D. Benedetto,215061,27,Argentina,ST,12000000
725,A. Ruiz,213582,23,Argentina,ST,14500000
726,D. Laxalt,213400,24,Uruguay,LM,13500000
727,D. Origi,213135,22,Belgium,RW,15000000
728,N. Stark,212977,22,Germany,CDM,12500000
729,Hernâni,212911,25,Portugal,LM,12500000
730,Iuri Medeiros,212230,22,Portugal,LM,14500000
731,Bruno Fernandes,212198,22,Portugal,CM,14500000
732,R. Gagliardini,212153,23,Italy,CDM,14500000
733,Pedro Santos,211119,29,Portugal,LM,10000000
734,Carles Gil,210930,24,Spain,CAM,14000000
735,Paulo Oliveira,210679,26,Portugal,CB,11000000
736,A. Szymanowski,210333,28,Argentina,LW,10500000
737,Bruno Peres,210282,27,Brazil,RB,11000000
738,K. Wimmer,209997,24,Austria,CB,12000000
739,Tiago Volpi,209307,26,Brazil,GK,8500000
740,F. Kostić,208574,24,Serbia,LM,14000000
741,A. Samaris,208230,28,Greece,CM,8500000
742,A. Doucouré,208135,24,France,CM,12000000
743,G. Pizarro,207939,27,Argentina,CM,10000000
744,J. Martínez,207877,24,Venezuela,ST,13500000
745,M. Ginter,207862,23,Germany,CDM,11500000
746,J. Lingard,207494,24,England,RW,13000000
747,M. Weiser,206591,23,Germany,RM,12000000
748,D. Cheryshev,206225,26,Russia,LW,12000000
749,Bigas,206222,26,Spain,CB,11000000
750,D. Heintz,206198,23,Germany,CB,11500000
751,B. Davies,205923,24,Wales,LWB,11000000
752,L. Castro,205633,28,Argentina,RM,10500000
753,J. Ward-Prowse,205569,22,England,CAM,15000000
754,T. Inui,205114,29,Japan,RM,10000000
755,M. Sabitzer,204923,23,Austria,ST,13500000
756,B. Mendy,204884,22,France,LWB,13000000
757,R. Jiménez,204838,26,Mexico,ST,12500000
758,E. Sala,204819,26,Argentina,ST,12500000
759,B. Reynet,204240,26,France,GK,8500000
760,M. Niang,204077,22,France,ST,14500000
761,K. Fortounis,203980,24,Greece,LM,13500000
762,Pozuelo,203895,25,Spain,CDM,13000000
763,Joãozinho,203627,28,Brazil,RW,10500000
764,P. Kadeřábek,203605,25,Czech Republic,RB,11000000
765,T. Vilhena,203535,22,Netherlands,CAM,14000000
766,M. Elyounoussi,203362,22,Norway,CM,14000000
767,L. Bittencourt,203106,23,Germany,RM,13500000
768,Sergi Darder,202648,23,Spain,CM,14000000
769,D. Demme,202325,25,Germany,CM,11000000
770,V. Eysseric,201878,25,France,LM,12500000
771,G. Ramírez,201508,26,Uruguay,LM,13000000
772,David López,201505,27,Spain,CDM,8500000
773,C. Tătăruşanu,201325,31,Romania,GK,6500000
774,M. Badelj,201144,28,Croatia,CDM,10500000
775,A. Mandi,201143,25,Algeria,CB,11500000
776,Ismaily,201119,27,Brazil,LB,8500000
777,A. Marchesín,201095,29,Argentina,GK,8000000
778,L. Teodorczyk,201013,26,Poland,ST,12500000
779,Marafona,200798,30,Portugal,GK,6500000
780,B. Lecomte,200726,26,France,GK,9500000
781,N. Chadli,200529,27,Belgium,CAM,11000000
782,S. Rode,200215,26,Germany,CM,10500000
783,M. van Ginkel,199767,24,Netherlands,CM,13500000
784,André André,199626,27,Portugal,CM,10500000
785,J. Guidetti,199602,25,Sweden,ST,13500000
786,Danilo,199304,25,Brazil,CB,10500000
787,V. Aboubakar,199069,25,Cameroon,ST,13500000
788,C. Aránguiz,199042,28,Chile,CDM,10500000
789,Raúl Navas,198614,29,Spain,CB,9000000
790,K. Mbodj,198584,27,Senegal,CB,10000000
791,Rodrigo,198329,26,Spain,LW,13000000
792,R. Funes Mori,198140,26,Argentina,ST,13000000
793,M. Höger,198113,27,Germany,CDM,10500000
794,N. Lodeiro,197225,28,Uruguay,ST,10500000
795,D. Caligiuri,197083,29,Italy,RW,10000000
796,S. Verdi,196889,24,Italy,CAM,13000000
797,E. Pérez,196432,31,Argentina,CDM,9000000
798,T. Gutiérrez,196150,32,Colombia,ST,8500000
799,C. Austin,195671,27,England,ST,11000000
800,E. Berisha,189296,28,Albania,GK,8500000
801,G. Gillet,163186,33,Belgium,CM,4200000
802,L. López,142707,34,Argentina,ST,5500000
803,A. Townsend,194932,25,England,RM,12500000
804,D. Heintz,206198,23,Germany,CB,11500000
805,Pozuelo,203895,25,Spain,CDM,13000000
806,T. Vermaelen,157304,31,Belgium,LB,7000000
807,I. Abate,168312,30,Italy,RB,7500000
808,J. Briand,134779,31,France,RM,9500000
809,M. Sabitzer,204923,23,Austria,ST,13500000
810,Capa,216189,25,Spain,RB,11500000
811,J. Toulalan,112253,33,France,CDM,4200000
812,Bruno Alves,138110,35,Portugal,CB,2400000
813,T. Howard,16254,38,United States,GK,700000
814,M. Barovero,142721,33,Argentina,GK,5000000
815,C. Aránguiz,199042,28,Chile,CDM,10500000
816,V. Rongier,223874,22,France,CDM,14000000
817,Joaquín,45186,35,Spain,LM,4500000
818,J. Lingard,207494,24,England,RW,13000000
819,S. Bocchetti,168326,30,Italy,CB,7500000
820,A. Marchesín,201095,29,Argentina,GK,8000000
821,Muniain,189575,24,Spain,RW,14000000
822,Danilo,199304,25,Brazil,CB,10500000
823,C. Gentner,158856,31,Germany,CAM,9000000
824,O. Al Soma,223627,28,Syria,ST,10500000
825,F. Gago,165517,31,Argentina,CM,7000000
826,Bigas,206222,26,Spain,CB,11000000
827,D. Origi,213135,22,Belgium,RW,15000000
828,D. Cheryshev,206225,26,Russia,LW,12000000
829,R. van Persie,7826,33,Netherlands,CAM,6500000
830,M. Layún,178322,29,Mexico,RB,8000000
831,V. Eysseric,201878,25,France,LM,12500000
832,Sergi Darder,202648,23,Spain,CM,14000000
833,D. Laxalt,213400,24,Uruguay,LM,13500000
834,Tiago Volpi,209307,26,Brazil,GK,8500000
835,Morales,216475,29,Spain,RM,10000000
836,V. Aboubakar,199069,25,Cameroon,ST,13500000
837,A. Szymanowski,210333,28,Argentina,LW,10500000
838,N. Nkoulou,188829,27,Cameroon,CB,10000000
839,S. Ignashevich,112542,37,Russia,CB,1400000
840,Ismaily,201119,27,Brazil,LB,8500000
841,Pau López,221087,22,Spain,GK,10000000
842,Rafinha,168607,31,Brazil,CB,7000000
843,L. Tousart,227234,20,France,CM,14000000
844,J. Terry,13732,36,England,CB,1400000
845,P. Skjelbred,152996,30,Norway,CM,7500000
846,I. Afellay,158372,31,Netherlands,CDM,9000000
847,N. Lombaerts,163492,32,Belgium,CB,6000000
848,Granero,178085,29,Spain,CDM,10000000
849,J. Baumgartlinger,189606,29,Austria,CDM,8000000
850,R. Palacio,152999,35,Argentina,ST,4800000
851,Miguel Lopes,188840,30,Portugal,RB,7500000
852,Susaeta,189354,29,Spain,LW,10000000
853,Hilton,153260,39,Brazil,CB,700000
854,Y. M'Vila,187052,27,France,CM,10500000
855,Pedro Santos,211119,29,Portugal,LM,10000000
856,Hernâni,212911,25,Portugal,LM,12500000
857,V. Koziello,225199,21,France,CDM,14500000
858,J. Guidetti,199602,25,Sweden,ST,13500000
859,Borja Bastón,194996,24,Spain,ST,14000000
860,J. Farfán,158133,32,Peru,ST,8000000
861,J. Montero,186805,27,Ecuador,LW,11000000
862,A. Mandi,201143,25,Algeria,CB,11500000
863,K. Mbodj,198584,27,Senegal,CB,10000000
864,M. Badelj,201144,28,Croatia,CDM,10500000
865,R. Battaglia,219576,25,Argentina,CDM,12500000
866,M. Ruben,165560,30,Argentina,ST,10000000
867,M. Borriello,123576,35,Italy,ST,4800000
868,Rodrigo,198329,26,Spain,LW,13000000
869,R. Gagliardini,212153,23,Italy,CDM,14500000
870,Eliseu,2492,33,Portugal,LB,4000000
871,F. Kostić,208574,24,Serbia,LM,14000000
872,A. Onana,226753,21,Cameroon,GK,11000000
873,Mosquera,178625,29,Spain,CM,8000000
874,Rochina,188103,26,Spain,RM,12500000
875,André André,199626,27,Portugal,CM,10500000
876,Rúben Semedo,216778,23,Portugal,CB,12500000
877,B. Džemaili,138699,31,Switzerland,CAM,9000000
878,K. Fortounis,203980,24,Greece,LM,13500000
879,S. Ryzhikov,147660,36,Russia,GK,1400000
880,A. N'Diaye,188879,27,Senegal,CB,10000000
881,B. Reynet,204240,26,France,GK,8500000
882,Y. Gourcuff,153296,30,France,ST,10000000
883,K. Asamoah,186832,28,Ghana,CM,8000000
884,R. Bobadilla,183249,30,Paraguay,RM,10000000
885,R. Hamouma,192722,30,France,CAM,10000000
886,C. Pulisic,227796,18,United States,LM,16500000
887,M. Fernández,174549,31,Chile,ST,9000000
888,K. Honda,186581,31,Japan,CAM,9000000
889,Raúl Navas,198614,29,Spain,CB,9000000
890,A. Dzyuba,187607,28,Russia,ST,10500000
891,B. Yılmaz,124375,31,Turkey,ST,9500000
892,J. Holebas,182744,33,Greece,LWB,4000000
893,K. Casteels,192984,25,Belgium,GK,9000000
894,Javi García,161754,30,Spain,CDM,7500000
895,D. Caligiuri,197083,29,Italy,RW,10000000
896,Fontàs,192476,27,Spain,CB,10000000
897,K. Vermeer,169181,31,Netherlands,GK,6500000
898,Jony,222943,25,Spain,RM,12500000
899,C. Tosun,192991,26,Turkey,ST,12500000
900,M. Höger,198113,27,Germany,CDM,10500000
901,S. Dann,157665,30,England,CB,7500000
902,Rafa,216547,24,Portugal,ST,14000000
903,Y. Bolasie,189157,28,DR Congo,LM,10500000
904,Bruno Fernandes,212198,22,Portugal,CM,14500000
905,D. Glushakov,187366,30,Russia,CM,7500000
906,Juanfran,188135,28,Spain,RB,8000000
907,K. Trippier,186345,26,England,RWB,10000000
908,J. Cork,169706,28,England,CM,9500000
909,Guilherme,180714,31,Russia,GK,6500000
910,A. Ramos,176619,31,Colombia,RW,9500000
911,M. Bradley,155887,29,United States,CM,8000000
912,Souza,189423,28,Brazil,CM,9500000
913,T. Mangani,178160,30,France,CM,9500000
914,N. Stark,212977,22,Germany,CDM,12500000
915,Rafael,189681,26,Brazil,RB,9000000
916,Carles Gil,210930,24,Spain,CAM,14000000
917,Adriano,164082,32,Brazil,LM,5500000
918,B. Mee,189682,27,England,CB,10000000
919,M. Ginter,207862,23,Germany,CDM,11500000
920,Paulo Oliveira,210679,26,Portugal,CB,11000000
921,C. Dempsey,155897,34,United States,LM,5000000
922,R. Funes Mori,198140,26,Argentina,ST,13000000
923,M. Weiser,206591,23,Germany,RM,12000000
924,H. Briceldo,160000,25,Chile,ST,10000000
925,B. Moukandjo,185090,28,Cameroon,RM,0
926,Juanmi,197891,24,Spain,LM,12500000
927,L. Kalinić,220932,27,Croatia,GK,7000000
928,N. Subotić,183556,28,Serbia,CB,7000000
929,N. Blandi,200197,27,Argentina,ST,10500000
930,P. De Blasis,210950,29,Argentina,ST,8500000
931,M. Phillips,188166,26,Scotland,LM,10500000
932,M. Braithwaite,193290,26,Denmark,CAM,11000000
933,A. Lafont,231691,18,France,GK,11500000
934,D. Reyes,192012,24,Mexico,CB,10000000
935,Iván Ramis,146701,32,Spain,CB,5000000
936,V. Behrami,161805,32,Switzerland,CM,5000000
937,G. Hoarau,156432,33,France,ST,5500000
938,T. Barnetta,52752,32,Switzerland,CM,7000000
939,E. Choupo-Moting,183569,28,Cameroon,ST,9000000
940,Jesé,202515,24,Spain,ST,11500000
941,J. Pinola,146963,34,Argentina,CB,2700000
942,Luís Hernández,205590,28,Spain,RB,8000000
943,Jonny,210455,23,Spain,RB,10000000
944,B. Dočkal,181271,28,Czech Republic,CM,0
945,Raphaelito Anjos,230168,29,Brazil,GK,6000000
946,M. Carcela-González,184089,28,Morocco,LM,9000000
947,L. Pavoletti,205850,28,Italy,ST,9000000
948,D. Bonera,45595,36,Italy,CB,1200000
949,Marcelo,205340,27,Brazil,CB,7500000
950,Dalbert,229148,23,Brazil,LM,10500000
951,G. McAuley,109852,37,Northern Ireland,CB,1200000
952,A. Halilović,216349,21,Croatia,CM,13000000
953,N. Amiri,225309,20,Germany,LM,13000000
954,I. Popov,185373,29,Bulgaria,LM,8500000
955,N. Burdisso,139038,36,Argentina,CB,1200000
956,W. Hoolahan,149791,35,Republic of Ireland,LM,3900000
957,Sidney Pessinho,230431,25,Brazil,CM,8000000
958,A. Potuk,194079,26,Turkey,RM,11000000
959,F. Pogba,198688,26,Guinea,LB,9000000
960,M. Andújar,173857,33,Argentina,GK,4500000
961,D. Boyko,232226,29,Ukraine,GK,6000000
962,A. Carrillo,203299,26,Peru,LM,10500000
963,M. Andreolli,172835,31,Italy,CB,6000000
964,Bruno,200228,27,Spain,CB,9000000
965,O. Duarte,212772,28,Costa Rica,CDM,7000000
966,Rúben Neves,224293,20,Portugal,CM,12000000
967,Jozabed,210214,26,Spain,CM,11000000
968,P. Pérez,215079,31,Argentina,CM,7500000
969,Gazzolisco,230183,29,Brazil,LM,6500000
970,Pacheco,209960,25,Spain,GK,8000000
971,M. Gamonales,160040,29,Chile,CM,6500000
972,Ronaldo Esler,230184,29,Brazil,LM,6500000
973,Vitor Hugo,226601,26,Brazil,CB,9000000
974,T. Arslan,190761,26,Turkey,CAM,9500000
975,J. Veretout,201519,24,France,CDM,12000000
976,D. Pabón,196143,29,Colombia,RW,8500000
977,Juan Jesus,200752,26,Brazil,LB,7500000
978,E. Durm,207920,25,Germany,RM,9000000
979,G. Imbula,197681,24,France,CDM,11500000
980,Luis Alberto,198706,24,Spain,LM,12000000
981,M. Risse,189234,27,Germany,RB,9500000
982,Luís Neto,204341,29,Portugal,CB,7000000
983,B. Ruíz,176949,31,Costa Rica,ST,8000000
984,Jordi Amat,198198,25,Spain,CB,10500000
985,S. Kapino,205878,23,Greece,GK,9000000
986,J. Ďurica,175671,35,Slovakia,CB,2100000
987,B. Stambouli,198200,26,France,CB,9000000
988,F. Armani,214584,30,Argentina,GK,5500000
989,C. Kaboré,179768,29,Burkina Faso,CM,7000000
990,A. Rukavina,181816,33,Serbia,RM,3400000
991,P. Kimpembe,225850,21,France,CB,12000000
992,Sergio León,198715,28,Spain,ST,9000000
993,M. Elneny,213051,24,Egypt,CM,10000000
994,D. Torres,214332,27,Colombia,CM,8500000
995,S. Okazaki,194365,31,Japan,ST,8000000
996,C. Jallet,150590,33,France,RB,3400000
997,Y. Salibur,190014,26,France,RW,10500000
998,N. Redmond,198719,23,England,ST,13000000
999,A. Song,157503,29,Cameroon,CM,7000000
1000,Andreas Pereira,208450,21,Brazil,CAM,14000000
1001,Castán,172610,30,Brazil,CB,6500000
1002,K. Huntelaar,148803,33,Netherlands,ST,5500000
1003,T. Partey,209989,24,Ghana,RM,10500000
1004,Mário Rui,204614,26,Portugal,LB,8500000
1005,André Pinto,193862,27,Portugal,CB,8500000
1006,L. Rémy,179527,30,France,ST,8500000
1007,Badou Ndiaye,221000,26,Senegal,CDM,11000000
1008,O. Kıvrak,186953,29,Turkey,GK,6000000
