,Name,ID,Age,Nationality,Overall,Potential,primary_pos
540,L. Dendoncker,212501,22,Belgium,79,86,CB
541,M. Meyer,212150,21,Germany,79,86,LW
542,Gayà,211688,22,Spain,79,84,LM
543,S. Boufal,211381,23,Morocco,79,84,CAM
544,M. Benassi,211354,22,Italy,79,86,CM
545,N. Tagliafico,211256,24,Argentina,79,84,CB
546,E. Hysaj,210864,23,Albania,79,83,RB
547,João Cancelo,210514,23,Portugal,79,86,RM
548,A. Romagnoli,210413,22,Italy,79,87,CB
549,Óliver Torres,208777,22,Spain,79,85,CM
550,H. Çalhanoğlu,208128,23,Turkey,79,83,CAM
551,Gerard Moreno,208093,25,Spain,79,83,CAM
552,B. Traoré,207948,21,Burkina Faso,79,85,ST
553,L. Vietto,207441,23,Argentina,79,86,ST
554,L. Paredes,207439,23,Argentina,79,84,CDM
555,M. Arnold,206511,23,Germany,79,84,CDM
556,S. Gnabry,206113,21,Germany,79,87,RM
557,L. Shaw,205988,21,England,79,84,LB
558,E. Višća,205678,27,Bosnia Herzegovina,79,79,RM
559,Bernard,205525,24,Brazil,79,84,LW
560,D. Baselli,205407,25,Italy,79,84,CM
561,A. Milik,205175,23,Poland,79,86,ST
562,Bernat,205069,24,Spain,79,83,LM
563,W. Orban,204638,24,Germany,79,82,CB
564,Rubén Pardo,204523,24,Spain,79,83,CM
565,K. Zouma,204311,22,France,79,86,RB
566,C. Kramer,204024,26,Germany,79,82,CM
567,S. Vrsaljko,203890,25,Croatia,79,83,RB
568,Zé Luís,203757,26,Cape Verde,79,81,ST
569,J. Stones,203574,23,England,79,85,CB
570,J. Vestergaard,202849,24,Denmark,79,84,CB
571,Fernando,202642,25,Brazil,79,84,CM
572,M. Depay,202556,23,Netherlands,79,84,LM
573,F. Fernández,201988,28,Argentina,79,79,CB
574,S. Sané,201956,26,Senegal,79,81,CDM
575,N. Sansone,201858,25,Italy,79,82,RM
576,P. Ntep,201533,24,France,79,82,LW
577,F. Ghoulam,201454,26,Algeria,79,82,LB
578,J. Murillo,201377,25,Colombia,79,83,CB
579,Gabriel Paulista,201305,26,Brazil,79,81,CB
580,V. Darida,201262,26,Czech Republic,79,80,CDM
581,Cédric,201118,25,Portugal,79,82,RB
582,L. Tonelli,201049,27,Italy,79,81,CB
583,R. Saponara,201046,25,Italy,79,82,CAM
584,D. Sidibé,201042,24,France,79,82,LB
585,Y. Konoplyanka,200641,27,Ukraine,79,79,LM
586,L. Digne,200458,23,France,79,84,LB
587,Paco Alcácer,200454,23,Spain,79,85,ST
588,Vicente Gómez,199977,28,Spain,79,79,CDM
589,E. Çolak,199952,26,Turkey,79,82,CM
590,N. Jørgensen,199852,26,Denmark,79,81,ST
591,Oriol Romeu,199576,25,Spain,79,81,CM
592,Nolito,199561,30,Spain,79,79,LM
593,B. Martins Indi,199550,25,Netherlands,79,82,CB
594,M. Gabbiadini,198683,25,Italy,79,83,ST
595,P. Herrmann,198077,26,Germany,79,80,LM
596,F. Lejeune,197948,26,France,79,83,CB
597,J. Bruma,195363,25,Netherlands,79,83,CB
598,P. Jones,194957,25,England,79,80,CB
599,Adrián,194911,30,Spain,79,79,GK
600,Keko,194174,25,Spain,79,82,RM
601,H. Pérez,193887,28,Paraguay,79,79,LM
602,Jaume Costa,193171,29,Spain,79,79,LM
603,A. Areola,193105,24,France,79,86,GK
604,Escudero,192679,27,Spain,79,79,LM
605,Y. Mallı,192565,25,Turkey,79,81,ST
606,A. Kokorin,192086,26,Russia,79,81,RW
607,S. Corchia,191210,26,France,79,80,RB
608,J. Kucka,190875,30,Slovakia,79,79,CDM
609,J. Zoet,190778,26,Netherlands,79,82,GK
610,A. Ljajić,190544,25,Serbia,79,82,CAM
611,Canales,190286,26,Spain,79,82,RW
612,M. Hitz,190243,29,Switzerland,79,79,GK
613,Balenziaga,190223,29,Spain,79,79,LB
614,W. Bony,189963,28,Ivory Coast,79,79,ST
615,B. Hübner,189433,27,Germany,79,79,CB
616,F. Coquelin,189271,26,France,79,80,CM
617,Jonathas,189169,28,Brazil,79,79,ST
618,G. Bou,188955,27,Argentina,79,80,ST
619,V. Babacan,188524,28,Turkey,79,80,GK
620,S. Doumbia,188428,29,Ivory Coast,79,79,ST
621,C. Noboa,187457,32,Ecuador,79,79,CDM
622,I. Smolnikov,187347,28,Russia,79,79,RB
623,Maurício,187324,28,Brazil,79,79,RB
624,M. Fabián,186307,27,Mexico,79,79,LM
625,R. Zieler,186148,28,Germany,79,80,GK
626,D. Drinkwater,186132,27,England,79,80,CM
627,A. Kolarov,185103,31,Serbia,79,79,CB
628,Mariano,184949,31,Brazil,79,79,RM
629,S. Feghouli,184881,27,Algeria,79,79,RM
630,K. Papadopoulos,184477,25,Greece,79,82,CB
631,S. Wagner,184069,29,Germany,79,79,ST
632,P. Piatti,183899,28,Argentina,79,79,LW
633,C. Yacob,183893,29,Argentina,79,79,CM
634,A. Ogbonna,183855,29,Italy,79,79,CB
635,Roberto,183666,31,Spain,79,79,GK
636,N. Amrabat,183108,30,Morocco,79,79,CAM
637,W. Vainqueur,181402,28,France,79,79,CDM
638,Marcelo,180334,30,Brazil,79,79,CB
639,Antunes,178424,30,Portugal,79,79,LB
640,Fabricio,177723,29,Spain,79,80,GK
641,S. Prödl,177578,30,Austria,79,79,CB
642,S. Tasci,177519,30,Germany,79,79,CB
643,F. Johnson,177159,29,United States,79,79,RB
644,Bojan,176993,26,Spain,79,80,ST
645,M. Fellaini,176944,29,Belgium,79,79,CDM
646,P. Wernbloom,176731,31,Sweden,79,79,CDM
647,A. Ayew,176571,27,Ghana,79,79,CAM
648,D. Ospina,176550,28,Colombia,79,79,GK
649,W. Reid,176285,28,New Zealand,79,80,CB
650,Lucas Leiva,176266,30,Brazil,79,79,CB
651,Z. Junuzović,173474,29,Austria,79,79,LM
652,C. Ansaldi,173306,30,Argentina,79,79,LB
653,V. Moses,172962,26,Nigeria,79,81,LM
654,D. Zurutuza,172290,30,France,79,79,CM
655,D. Valeri,172114,31,Argentina,79,79,CAM
656,José Fonte,171791,33,Portugal,79,79,CB
657,N. Şahin,170797,28,Turkey,79,79,CM
658,Gervinho,170733,30,Ivory Coast,79,79,RW
659,G. dos Santos,170369,28,Mexico,79,79,ST
660,R. Shawcross,169596,29,England,79,79,CB
661,J. Evans,169588,29,Northern Ireland,79,79,LB
662,S. Sirigu,168435,30,Italy,79,79,GK
663,A. Gyan,168320,31,Ghana,79,79,ST
664,Y. Cabaye,167943,31,France,79,79,CDM
665,Danilo,166072,33,Brazil,79,79,CB
666,N. Pareja,165501,33,Argentina,79,79,CB
667,S. Radu,165109,30,Romania,79,79,CB
668,D. Abraham,160741,30,Argentina,79,79,CB
669,M. Krohn-Dehli,159240,34,Denmark,79,79,CM
670,Jurado,159171,31,Spain,79,79,CM
671,B. Gomis,159145,31,France,79,79,ST
672,H. Herrera,156519,27,Mexico,79,80,CDM
673,Luisão,148711,36,Brazil,79,79,CB
674,V. Berezutskiy,148122,35,Russia,79,79,CB
675,I. Akinfeev,148119,31,Russia,79,79,GK
676,I. Denisov,147782,33,Russia,79,79,CDM
677,A. Samedov,147621,32,Russia,79,79,RM
678,Xabi Prieto,146482,33,Spain,79,79,RW
679,Negredo,146439,31,Spain,79,79,ST
680,A. Pyatov,142902,33,Ukraine,79,79,GK
681,P. Zabaleta,142784,32,Argentina,79,79,RB
682,G. Ochoa,140233,31,Mexico,79,79,GK
683,W. Caballero,139062,35,Argentina,79,79,GK
684,Vágner Love,137809,33,Brazil,79,79,CAM
685,M. Vorm,137677,33,Netherlands,79,79,GK
686,D. Baier,137351,33,Germany,79,79,CDM
687,Gomes,135451,36,Brazil,79,79,GK
688,R. Adler,121933,32,Germany,79,79,GK
689,S. Sorrentino,49031,38,Italy,79,79,GK
690,T. Rosický,8473,36,Czech Republic,79,79,RM
691,A. Pirlo,7763,38,Italy,79,79,CDM
692,G. Barry,6826,36,England,79,79,CDM
693,E. Belözoğlu,80,36,Turkey,79,79,CDM
694,A. Lunev,229909,25,Russia,78,80,GK
695,André Silva,228941,21,Portugal,78,86,ST
696,K. Dolberg,228687,19,Denmark,78,88,CAM
697,Yeray,227950,22,Spain,78,84,CB
698,C. Pulisic,227796,18,United States,78,89,LM
699,L. Tousart,227234,20,France,78,87,CM
700,A. Onana,226753,21,Cameroon,78,85,GK
701,V. Koziello,225199,21,France,78,85,CDM
702,N. Radoja,225028,24,Serbia,78,83,CDM
703,V. Rongier,223874,22,France,78,84,CDM
704,O. Al Soma,223627,28,Syria,78,78,ST
705,F. Cervi,223061,23,Argentina,78,85,LM
706,Jorge Meré,223033,20,Spain,78,84,CB
707,Jony,222943,25,Spain,78,79,RM
708,R. Karsdorp,222558,22,Netherlands,78,84,RB
709,Dani Ceballos,222509,20,Spain,78,88,CAM
710,H. Lozano,221992,21,Mexico,78,85,RW
711,Raúl,221540,27,Brazil,78,79,CB
712,Pau López,221087,22,Spain,78,83,GK
713,M. Vecino,219985,25,Uruguay,78,81,CDM
714,A. Sanabria,219932,21,Paraguay,78,86,ST
715,R. Battaglia,219576,25,Argentina,78,80,CDM
716,J. Izquierdo,219411,24,Colombia,78,80,LW
717,T. Bongonda,217877,21,Belgium,78,84,RW
718,Rúben Semedo,216778,23,Portugal,78,85,CB
719,Rafa,216547,24,Portugal,78,83,ST
720,Morales,216475,29,Spain,78,78,RM
721,Capa,216189,25,Spain,78,83,RB
722,M. Sportiello,216065,25,Italy,78,82,GK
723,D. Zapata,215333,26,Colombia,78,81,ST
724,D. Benedetto,215061,27,Argentina,78,79,ST
725,A. Ruiz,213582,23,Argentina,78,84,ST
726,D. Laxalt,213400,24,Uruguay,78,82,LM
727,D. Origi,213135,22,Belgium,78,85,RW
728,N. Stark,212977,22,Germany,78,85,CDM
729,Hernâni,212911,25,Portugal,78,79,LM
730,Iuri Medeiros,212230,22,Portugal,78,85,LM
731,Bruno Fernandes,212198,22,Portugal,78,85,CM
732,R. Gagliardini,212153,23,Italy,78,85,CDM
733,Pedro Santos,211119,29,Portugal,78,78,LM
734,Carles Gil,210930,24,Spain,78,83,CAM
735,Paulo Oliveira,210679,26,Portugal,78,82,CB
736,A. Szymanowski,210333,28,Argentina,78,78,LW
737,Bruno Peres,210282,27,Brazil,78,78,RB
738,K. Wimmer,209997,24,Austria,78,83,CB
739,Tiago Volpi,209307,26,Brazil,78,80,GK
740,F. Kostić,208574,24,Serbia,78,83,LM
741,A. Samaris,208230,28,Greece,78,78,CM
742,A. Doucouré,208135,24,France,78,84,CM
743,G. Pizarro,207939,27,Argentina,78,80,CM
744,J. Martínez,207877,24,Venezuela,78,81,ST
745,M. Ginter,207862,23,Germany,78,82,CDM
746,J. Lingard,207494,24,England,78,80,RW
747,M. Weiser,206591,23,Germany,78,85,RM
748,D. Cheryshev,206225,26,Russia,78,79,LW
749,Bigas,206222,26,Spain,78,81,CB
750,D. Heintz,206198,23,Germany,78,82,CB
751,B. Davies,205923,24,Wales,78,82,LWB
752,L. Castro,205633,28,Argentina,78,78,RM
753,J. Ward-Prowse,205569,22,England,78,86,CAM
754,T. Inui,205114,29,Japan,78,78,RM
755,M. Sabitzer,204923,23,Austria,78,82,ST
756,B. Mendy,204884,22,France,78,86,LWB
757,R. Jiménez,204838,26,Mexico,78,80,ST
758,E. Sala,204819,26,Argentina,78,80,ST
759,B. Reynet,204240,26,France,78,80,GK
760,M. Niang,204077,22,France,78,85,ST
761,K. Fortounis,203980,24,Greece,78,82,LM
762,Pozuelo,203895,25,Spain,78,81,CDM
763,Joãozinho,203627,28,Brazil,78,78,RW
764,P. Kadeřábek,203605,25,Czech Republic,78,82,RB
765,T. Vilhena,203535,22,Netherlands,78,84,CAM
766,M. Elyounoussi,203362,22,Norway,78,84,CM
767,L. Bittencourt,203106,23,Germany,78,82,RM
768,Sergi Darder,202648,23,Spain,78,84,CM
769,D. Demme,202325,25,Germany,78,81,CM
770,V. Eysseric,201878,25,France,78,80,LM
771,G. Ramírez,201508,26,Uruguay,78,81,LM
772,David López,201505,27,Spain,78,78,CDM
773,C. Tătăruşanu,201325,31,Romania,78,78,GK
774,M. Badelj,201144,28,Croatia,78,78,CDM
775,A. Mandi,201143,25,Algeria,78,83,CB
776,Ismaily,201119,27,Brazil,78,78,LB
777,A. Marchesín,201095,29,Argentina,78,79,GK
778,L. Teodorczyk,201013,26,Poland,78,80,ST
779,Marafona,200798,30,Portugal,78,78,GK
780,B. Lecomte,200726,26,France,78,83,GK
781,N. Chadli,200529,27,Belgium,78,78,CAM
782,S. Rode,200215,26,Germany,78,80,CM
783,M. van Ginkel,199767,24,Netherlands,78,82,CM
784,André André,199626,27,Portugal,78,78,CM
785,J. Guidetti,199602,25,Sweden,78,82,ST
786,Danilo,199304,25,Brazil,78,81,CB
787,V. Aboubakar,199069,25,Cameroon,78,82,ST
788,C. Aránguiz,199042,28,Chile,78,78,CDM
789,Raúl Navas,198614,29,Spain,78,79,CB
790,K. Mbodj,198584,27,Senegal,78,80,CB
791,Rodrigo,198329,26,Spain,78,81,LW
792,R. Funes Mori,198140,26,Argentina,78,81,ST
793,M. Höger,198113,27,Germany,78,78,CDM
794,N. Lodeiro,197225,28,Uruguay,78,78,ST
795,D. Caligiuri,197083,29,Italy,78,78,RW
796,S. Verdi,196889,24,Italy,78,80,CAM
797,E. Pérez,196432,31,Argentina,78,78,CDM
798,T. Gutiérrez,196150,32,Colombia,78,78,ST
799,C. Austin,195671,27,England,78,78,ST
800,E. Berisha,189296,28,Albania,78,79,GK
801,G. Gillet,163186,33,Belgium,78,78,CM
802,L. López,142707,34,Argentina,78,78,ST
803,A. Townsend,194932,25,England,78,79,RM
804,D. Heintz,206198,23,Germany,78,82,CB
805,Pozuelo,203895,25,Spain,78,81,CDM
806,T. Vermaelen,157304,31,Belgium,78,78,LB
807,I. Abate,168312,30,Italy,78,78,RB
808,J. Briand,134779,31,France,78,78,RM
809,M. Sabitzer,204923,23,Austria,78,82,ST
810,Capa,216189,25,Spain,78,83,RB
811,J. Toulalan,112253,33,France,78,78,CDM
812,Bruno Alves,138110,35,Portugal,78,78,CB
813,T. Howard,16254,38,United States,78,78,GK
814,M. Barovero,142721,33,Argentina,78,78,GK
815,C. Aránguiz,199042,28,Chile,78,78,CDM
816,V. Rongier,223874,22,France,78,84,CDM
817,Joaquín,45186,35,Spain,78,78,LM
818,J. Lingard,207494,24,England,78,80,RW
819,S. Bocchetti,168326,30,Italy,78,78,CB
820,A. Marchesín,201095,29,Argentina,78,79,GK
821,Muniain,189575,24,Spain,78,83,RW
822,Danilo,199304,25,Brazil,78,81,CB
823,C. Gentner,158856,31,Germany,78,78,CAM
824,O. Al Soma,223627,28,Syria,78,78,ST
825,F. Gago,165517,31,Argentina,78,78,CM
826,Bigas,206222,26,Spain,78,81,CB
827,D. Origi,213135,22,Belgium,78,85,RW
828,D. Cheryshev,206225,26,Russia,78,79,LW
829,R. van Persie,7826,33,Netherlands,78,78,CAM
830,M. Layún,178322,29,Mexico,78,78,RB
831,V. Eysseric,201878,25,France,78,80,LM
832,Sergi Darder,202648,23,Spain,78,84,CM
833,D. Laxalt,213400,24,Uruguay,78,82,LM
834,Tiago Volpi,209307,26,Brazil,78,80,GK
835,Morales,216475,29,Spain,78,78,RM
836,V. Aboubakar,199069,25,Cameroon,78,82,ST
837,A. Szymanowski,210333,28,Argentina,78,78,LW
838,N. Nkoulou,188829,27,Cameroon,78,79,CB
839,S. Ignashevich,112542,37,Russia,78,78,CB
840,Ismaily,201119,27,Brazil,78,78,LB
841,Pau López,221087,22,Spain,78,83,GK
842,Rafinha,168607,31,Brazil,78,78,CB
843,L. Tousart,227234,20,France,78,87,CM
844,J. Terry,13732,36,England,78,78,CB
845,P. Skjelbred,152996,30,Norway,78,78,CM
846,I. Afellay,158372,31,Netherlands,78,78,CDM
847,N. Lombaerts,163492,32,Belgium,78,78,CB
848,Granero,178085,29,Spain,78,78,CDM
849,J. Baumgartlinger,189606,29,Austria,78,78,CDM
850,R. Palacio,152999,35,Argentina,78,78,ST
851,Miguel Lopes,188840,30,Portugal,78,78,RB
852,Susaeta,189354,29,Spain,78,78,LW
853,Hilton,153260,39,Brazil,78,78,CB
854,Y. M'Vila,187052,27,France,78,81,CM
855,Pedro Santos,211119,29,Portugal,78,78,LM
856,Hernâni,212911,25,Portugal,78,79,LM
857,V. Koziello,225199,21,France,78,85,CDM
858,J. Guidetti,199602,25,Sweden,78,82,ST
859,Borja Bastón,194996,24,Spain,78,83,ST
860,J. Farfán,158133,32,Peru,78,78,ST
861,J. Montero,186805,27,Ecuador,78,78,LW
862,A. Mandi,201143,25,Algeria,78,83,CB
863,K. Mbodj,198584,27,Senegal,78,80,CB
864,M. Badelj,201144,28,Croatia,78,78,CDM
865,R. Battaglia,219576,25,Argentina,78,80,CDM
866,M. Ruben,165560,30,Argentina,78,78,ST
867,M. Borriello,123576,35,Italy,78,78,ST
868,Rodrigo,198329,26,Spain,78,81,LW
869,R. Gagliardini,212153,23,Italy,78,85,CDM
870,Eliseu,2492,33,Portugal,78,78,LB
871,F. Kostić,208574,24,Serbia,78,83,LM
872,A. Onana,226753,21,Cameroon,78,85,GK
873,Mosquera,178625,29,Spain,78,78,CM
874,Rochina,188103,26,Spain,78,80,RM
875,André André,199626,27,Portugal,78,78,CM
876,Rúben Semedo,216778,23,Portugal,78,85,CB
877,B. Džemaili,138699,31,Switzerland,78,78,CAM
878,K. Fortounis,203980,24,Greece,78,82,LM
879,S. Ryzhikov,147660,36,Russia,78,78,GK
880,A. N'Diaye,188879,27,Senegal,78,80,CB
881,B. Reynet,204240,26,France,78,80,GK
882,Y. Gourcuff,153296,30,France,78,78,ST
883,K. Asamoah,186832,28,Ghana,78,78,CM
884,R. Bobadilla,183249,30,Paraguay,78,78,RM
885,R. Hamouma,192722,30,France,78,78,CAM
886,C. Pulisic,227796,18,United States,78,89,LM
887,M. Fernández,174549,31,Chile,78,78,ST
888,K. Honda,186581,31,Japan,78,78,CAM
889,Raúl Navas,198614,29,Spain,78,79,CB
890,A. Dzyuba,187607,28,Russia,78,78,ST
891,B. Yılmaz,124375,31,Turkey,78,78,ST
892,J. Holebas,182744,33,Greece,78,78,LWB
893,K. Casteels,192984,25,Belgium,78,81,GK
894,Javi García,161754,30,Spain,78,78,CDM
895,D. Caligiuri,197083,29,Italy,78,78,RW
896,Fontàs,192476,27,Spain,78,80,CB
897,K. Vermeer,169181,31,Netherlands,78,78,GK
898,Jony,222943,25,Spain,78,79,RM
899,C. Tosun,192991,26,Turkey,78,80,ST
900,M. Höger,198113,27,Germany,78,78,CDM
901,S. Dann,157665,30,England,78,78,CB
902,Rafa,216547,24,Portugal,78,83,ST
903,Y. Bolasie,189157,28,DR Congo,78,78,LM
904,Bruno Fernandes,212198,22,Portugal,78,85,CM
905,D. Glushakov,187366,30,Russia,78,78,CM
906,Juanfran,188135,28,Spain,78,78,RB
907,K. Trippier,186345,26,England,78,79,RWB
908,J. Cork,169706,28,England,78,79,CM
909,Guilherme,180714,31,Russia,78,78,GK
910,A. Ramos,176619,31,Colombia,78,78,RW
911,M. Bradley,155887,29,United States,78,78,CM
912,Souza,189423,28,Brazil,78,79,CM
913,T. Mangani,178160,30,France,78,78,CM
914,N. Stark,212977,22,Germany,78,85,CDM
915,Rafael,189681,26,Brazil,78,78,RB
916,Carles Gil,210930,24,Spain,78,83,CAM
917,Adriano,164082,32,Brazil,78,78,LM
918,B. Mee,189682,27,England,78,79,CB
919,M. Ginter,207862,23,Germany,78,82,CDM
920,Paulo Oliveira,210679,26,Portugal,78,82,CB
921,C. Dempsey,155897,34,United States,78,78,LM
922,R. Funes Mori,198140,26,Argentina,78,81,ST
923,M. Weiser,206591,23,Germany,78,85,RM
924,H. Briceldo,160000,25,Chile,77,77,ST
925,B. Moukandjo,185090,28,Cameroon,77,77,RM
926,Juanmi,197891,24,Spain,77,83,LM
927,L. Kalinić,220932,27,Croatia,77,79,GK
928,N. Subotić,183556,28,Serbia,77,77,CB
929,N. Blandi,200197,27,Argentina,77,78,ST
930,P. De Blasis,210950,29,Argentina,77,77,ST
931,M. Phillips,188166,26,Scotland,77,78,LM
932,M. Braithwaite,193290,26,Denmark,77,80,CAM
933,A. Lafont,231691,18,France,77,89,GK
934,D. Reyes,192012,24,Mexico,77,82,CB
935,Iván Ramis,146701,32,Spain,77,77,CB
936,V. Behrami,161805,32,Switzerland,77,77,CM
937,G. Hoarau,156432,33,France,77,77,ST
938,T. Barnetta,52752,32,Switzerland,77,77,CM
939,E. Choupo-Moting,183569,28,Cameroon,77,77,ST
940,Jesé,202515,24,Spain,77,81,ST
941,J. Pinola,146963,34,Argentina,77,77,CB
942,Luís Hernández,205590,28,Spain,77,78,RB
943,Jonny,210455,23,Spain,77,83,RB
944,B. Dočkal,181271,28,Czech Republic,77,77,CM
945,Raphaelito Anjos,230168,29,Brazil,77,77,GK
946,M. Carcela-González,184089,28,Morocco,77,77,LM
947,L. Pavoletti,205850,28,Italy,77,77,ST
948,D. Bonera,45595,36,Italy,77,77,CB
949,Marcelo,205340,27,Brazil,77,77,CB
950,Dalbert,229148,23,Brazil,77,84,LM
951,G. McAuley,109852,37,Northern Ireland,77,77,CB
952,A. Halilović,216349,21,Croatia,77,85,CM
953,N. Amiri,225309,20,Germany,77,85,LM
954,I. Popov,185373,29,Bulgaria,77,77,LM
955,N. Burdisso,139038,36,Argentina,77,77,CB
956,W. Hoolahan,149791,35,Republic of Ireland,77,77,LM
957,Sidney Pessinho,230431,25,Brazil,77,77,CM
958,A. Potuk,194079,26,Turkey,77,80,RM
959,F. Pogba,198688,26,Guinea,77,80,LB
960,M. Andújar,173857,33,Argentina,77,77,GK
961,D. Boyko,232226,29,Ukraine,77,77,GK
962,A. Carrillo,203299,26,Peru,77,78,LM
963,M. Andreolli,172835,31,Italy,77,77,CB
964,Bruno,200228,27,Spain,77,80,CB
965,O. Duarte,212772,28,Costa Rica,77,77,CDM
966,Rúben Neves,224293,20,Portugal,77,86,CM
967,Jozabed,210214,26,Spain,77,80,CM
968,P. Pérez,215079,31,Argentina,77,77,CM
969,Gazzolisco,230183,29,Brazil,77,77,LM
970,Pacheco,209960,25,Spain,77,81,GK
971,M. Gamonales,160040,29,Chile,77,77,CM
972,Ronaldo Esler,230184,29,Brazil,77,77,LM
973,Vitor Hugo,226601,26,Brazil,77,79,CB
974,T. Arslan,190761,26,Turkey,77,77,CAM
975,J. Veretout,201519,24,France,77,83,CDM
976,D. Pabón,196143,29,Colombia,77,77,RW
977,Juan Jesus,200752,26,Brazil,77,77,LB
978,E. Durm,207920,25,Germany,77,79,RM
979,G. Imbula,197681,24,France,77,82,CDM
980,Luis Alberto,198706,24,Spain,77,82,LM
981,M. Risse,189234,27,Germany,77,77,RB
982,Luís Neto,204341,29,Portugal,77,77,CB
983,B. Ruíz,176949,31,Costa Rica,77,77,ST
984,Jordi Amat,198198,25,Spain,77,83,CB
985,S. Kapino,205878,23,Greece,77,83,GK
986,J. Ďurica,175671,35,Slovakia,77,77,CB
987,B. Stambouli,198200,26,France,77,80,CB
988,F. Armani,214584,30,Argentina,77,77,GK
989,C. Kaboré,179768,29,Burkina Faso,77,77,CM
990,A. Rukavina,181816,33,Serbia,77,77,RM
991,P. Kimpembe,225850,21,France,77,86,CB
992,Sergio León,198715,28,Spain,77,77,ST
993,M. Elneny,213051,24,Egypt,77,81,CM
994,D. Torres,214332,27,Colombia,77,79,CM
995,S. Okazaki,194365,31,Japan,77,77,ST
996,C. Jallet,150590,33,France,77,77,RB
997,Y. Salibur,190014,26,France,77,78,RW
998,N. Redmond,198719,23,England,77,85,ST
999,A. Song,157503,29,Cameroon,77,77,CM
1000,Andreas Pereira,208450,21,Brazil,77,86,CAM
1001,Castán,172610,30,Brazil,77,77,CB
1002,K. Huntelaar,148803,33,Netherlands,77,77,ST
1003,T. Partey,209989,24,Ghana,77,83,RM
1004,Mário Rui,204614,26,Portugal,77,78,LB
1005,André Pinto,193862,27,Portugal,77,78,CB
1006,L. Rémy,179527,30,France,77,77,ST
1007,Badou Ndiaye,221000,26,Senegal,77,80,CDM
1008,O. Kıvrak,186953,29,Turkey,77,77,GK
1009,A. Bertolacci,192073,26,Italy,77,80,CDM
1010,A. Belenov,154954,30,Russia,77,77,GK
1011,A. Živković,220746,20,Serbia,77,86,LM
1012,M. Lemina,212811,23,Gabon,77,83,CDM
1013,Iraizoz,114764,36,Spain,77,77,GK
1014,D. Da Silva,179789,29,France,77,78,CB
1015,D. Benaglio,115533,33,Switzerland,77,77,GK
1016,T. Rincón,191053,29,Venezuela,77,77,CDM
1017,Y. Ōsako,191565,27,Japan,77,78,CAM
1018,L. Sané,192333,30,Senegal,77,77,CB
1019,Gil,193869,30,Brazil,77,77,CB
1020,J. King,185422,25,Norway,77,81,CAM
1021,Bastos,216655,25,Angola,77,82,CB
1022,J. Quintero,210513,24,Colombia,77,82,CAM
1023,A. Meier,121170,34,Germany,77,77,CAM
1024,G. Nkoudou,219732,22,France,77,83,LM
1025,Montoya,194644,26,Spain,77,80,LB
1026,L. Dalsaro,160087,25,Chile,77,77,CM
1027,K. Källström,31831,34,Sweden,77,77,CM
1028,T. Vaclík,204120,28,Czech Republic,77,78,GK
1029,M. Politano,216409,23,Italy,77,82,RW
1030,M. Zárate,153177,30,Argentina,77,77,LM
1031,G. İnler,158810,33,Switzerland,77,77,CDM
1032,M. Albrighton,183130,27,England,77,77,LM
1033,A. Gray,194138,26,England,77,80,ST
1034,Marçal,207707,28,Brazil,77,77,LB
1035,M. Ryan,199005,25,Australia,77,80,GK
1036,A. Gamberini,5213,35,Italy,77,77,CB
1037,Yoel,185181,28,Spain,77,77,GK
1038,S. Widmer,216158,24,Switzerland,77,82,RM
1039,J. Aquino,192350,27,Mexico,77,77,LM
1040,S. Gentiletti,205408,32,Argentina,77,77,CB
1041,C. Sánchez,182882,31,Colombia,77,77,CB
1042,M. Sissoko,183394,27,France,77,77,CAM
1043,G. Defrel,202851,26,France,77,79,RW
1044,T. Krul,170597,29,Netherlands,77,78,GK
1045,R. Martínez,142950,34,Argentina,77,77,CM
1046,J. Geis,202087,23,Germany,77,80,CM
1047,P. Verhaegh,148839,33,Netherlands,77,77,RB
1048,B. Jones,165735,35,Australia,77,77,GK
1049,H. Nordtveit,182888,27,Norway,77,79,RB
1050,R. Steffen,210537,25,Switzerland,77,79,CAM
1051,Bruno Varela,219754,22,Portugal,77,83,GK
1052,M. Hasebe,181098,33,Japan,77,77,RB
1053,J. Córdoba,210287,24,Colombia,77,82,ST
1054,L. Schøne,172143,31,Denmark,77,77,CDM
1055,R. Rosales,182896,28,Venezuela,77,77,RM
1056,N. De Préville,201073,26,France,77,80,CAM
1057,Marcos Llorente,226161,22,Spain,77,86,CM
1058,Y. Chará,214132,26,Colombia,77,78,CAM
1059,S. Torrico,216692,37,Argentina,77,77,GK
1060,Wallace,216437,22,Brazil,77,85,CB
1061,J. Toornstra,198006,28,Netherlands,77,77,RW
1062,Pedro Obiang,200054,25,Spain,77,82,CM
1063,A. Boruc,105846,37,Poland,77,77,GK
1064,V. Chiricheş,205943,27,Romania,77,77,CB
1065,S. Hanni,188536,26,Algeria,77,78,CAM
1066,C. Théréau,164985,34,France,77,77,ST
1067,D. Rolán,213114,24,Uruguay,77,80,LW
1068,Pedro Henrique,219258,24,Brazil,77,82,CB
1069,Bruno Gaspar,225402,24,Portugal,77,82,RB
1070,Cristian Tello,200315,25,Spain,77,78,LW
1071,Formosandrinho,230524,25,Brazil,77,77,ST
